,AHU 2 Supply Air Pressure (Pa),AHU 2 fan VFD state [0 off 1 on],AHU 2 Outdoor Air Damper (%),AHU 2 Exhaust Air Damper (%),AHU 2 Heat Recovery Wheel (%),AHU 2 Heating Coil State (%),AHU 2 Cooling Coil State (%),AHU 2 Humidifier State (%),AHU 2 Return Air Temperature [degC],AHU 2 Return Air Humidity [%],AHU 2 Supply Air Temperature [degC],AHU 2 Supply Air Humidity [%],Outdoor temperature (degC),Outdoor humidity (degC),Mixed Air Temperature (degC),AHU 2 Supply Air Temperature Setpoint (degC),AHU 2 Supply Air Pressure Setpoint (Pa),Chilled water VFD pump state [0 off 1 on],Binary availability schedule of the AHU fans
2017-01-01 0:00,-1.4843,0,0,0,0,0,0,0,7.7858,36.47,20.888,15.378,-8.8539,82.964,16.957,13,450,0,0
2017-01-01 1:00,-1.5095,0,0,0,0,0,0,0,7.9934,36.165,20.907,15.462,-8.5917,86.097,17.007,13,450,0,0
2017-01-01 2:00,-1.53,0,0,0,0,0,0,0,8.1836,35.87,20.84,15.526,-7.9459,84.122,17.075,13,450,0,0
2017-01-01 3:00,-1.549,0,0,0,0,0,0,0,8.39,35.592,20.808,15.657,-6.9948,84.165,17.122,13,450,0,0
2017-01-01 4:00,-1.5824,0,0,0,0,0,0,0,8.5223,35.561,20.784,15.834,-6.4763,89.165,17.172,13,450,0,0
2017-01-01 5:00,-1.5597,0,0,0,0,0,0,0,8.4763,36.252,20.918,15.902,-5.2987,92.5,17.184,13,450,0,0
2017-01-01 6:00,-1.5485,0,0,0,0,0,0,0,8.3504,36.684,20.88,16.167,-5.9899,90.363,17.195,13,450,0,0
2017-01-01 7:00,-1.5164,0,0,0,0,0,0,0,8.1319,37.273,20.945,16.258,-7.0303,82.058,17.162,13,450,0,0
2017-01-01 8:00,-1.4512,0,0,0,0,0,0,0,7.8409,37.924,21.012,16.134,-8.0001,69.474,17.123,13,450,0,0
2017-01-01 9:00,-1.4459,0,0,0,0,0,0,0,7.6414,38.218,21.052,16.066,-8.1035,62.928,17.078,13,450,0,0
2017-01-01 10:00,-1.4396,0,0,0,0,0,0,0,7.6636,38.147,20.943,16.081,-7.4853,57.534,17.039,13,450,0,0
2017-01-01 11:00,-1.5025,0,0,0,0,0,0,0,8.0077,37.493,20.877,16.128,-6.4157,52.847,16.984,13,450,0,0
2017-01-01 12:00,-1.5528,0,0,0,0,0,0,0,8.4331,36.787,20.812,16.28,-5.5404,50.593,17.01,13,450,0,0
2017-01-01 13:00,-1.5588,0,0,0,0,0,0,0,8.6606,36.4,20.765,16.397,-4.4428,49.179,17.056,13,450,0,0
2017-01-01 14:00,-1.6073,0,0,0,0,0,0,0,8.9539,35.798,20.747,16.471,-3.5934,48.516,17.15,13,450,0,0
2017-01-01 15:00,-1.6562,0,0,0,0,0,0,0,9.3379,35.217,20.826,16.537,-3.4939,50.132,17.292,13,450,0,0
2017-01-01 16:00,-1.6754,0,0,0,0,0,0,0,9.4717,35.149,20.891,16.546,-3.4568,52.557,17.46,13,450,0,0
2017-01-01 17:00,-1.6545,0,0,0,0,0,0,0,9.4586,35.302,20.999,16.565,-3.8635,56.334,17.623,13,450,0,0
2017-01-01 18:00,-1.6811,0,0,0,0,0,0,0,9.3577,35.636,21.135,16.493,-4.0594,58.679,17.725,13,450,0,0
2017-01-01 19:00,-1.6564,0,0,0,0,0,0,0,9.3808,35.699,21.155,16.418,-4.3676,61.166,17.854,13,450,0,0
2017-01-01 20:00,-1.649,0,0,0,0,0,0,0,9.359,35.689,21.131,16.374,-5.2275,66.059,17.935,13,450,0,0
2017-01-01 21:00,-1.5784,0,0,0,0,0,0,0,9.1165,35.736,21.098,16.324,-5.7216,68.98,18.023,13,450,0,0
2017-01-01 22:00,-1.5429,0,0,0,0,0,0,0,8.9338,35.765,21.072,16.183,-6.3656,71.297,17.985,13,450,0,0
2017-01-01 23:00,-1.558,0,0,0,0,0,0,0,8.7108,35.944,21.122,15.969,-6.4616,74.084,17.883,13,450,0,0
2017-01-02 0:00,-1.5652,0,0,0,0,0,0,0,8.6457,35.835,21.156,15.705,-5.8847,83.84,17.806,13,450,0,0
2017-01-02 1:00,-1.5671,0,0,0,0,0,0,0,8.6239,35.487,21.02,15.645,-6.2316,92.497,17.795,13,450,0,0
2017-01-02 2:00,-1.5011,0,0,0,0,0,0,0,8.5951,35.139,20.884,15.584,-8.1789,87.56,17.789,13,450,0,0
2017-01-02 3:00,-1.4367,0,0,0,0,0,0,0,8.3901,35.184,20.857,15.46,-9.1271,83.918,17.654,13,450,0,0
2017-01-02 4:00,-1.4373,0,0,0,0,0,0,0,8.1745,35.556,20.984,15.313,-9.0934,81.637,17.466,13,450,0,0
2017-01-02 5:00,-1.4346,0,0,0,0,0,0,0,8.1282,35.605,20.983,15.214,-8.8332,76.059,17.415,13,450,0,0
2017-01-02 6:00,-1.4503,0,0,0,0,0,0,0,8.1839,35.467,20.976,15.164,-8.817,79.852,17.381,13.273,450,0,0
2017-01-02 7:00,-1.4102,0,0,0,0,0,0,0,8.1755,35.598,20.936,15.252,-9.2748,82.795,17.378,14.102,450,0,0
2017-01-02 8:00,-1.4048,0,0,0,0,0,0,0,8.1213,36.216,20.751,15.518,-9.1896,91.211,17.329,14.822,450,0,0
2017-01-02 9:00,-1.4574,0,0,0,0,0,0,0,8.239,36.094,20.694,15.666,-8.0828,85.266,17.266,15.543,450,0,0
2017-01-02 10:00,-1.4961,0,0,0,0,0,0,0,8.6936,35.572,20.532,15.973,-6.5094,71.421,17.296,15.974,450,0,0
2017-01-02 11:00,-1.5232,0,0,0,0,0,0,0,9.3951,35.026,20.288,16.474,-5.7377,69,17.404,15.923,450,0,0
2017-01-02 12:00,-1.6166,0,0,0,0,0,0,0,10.259,34.377,19.927,17.106,-3.6437,63.318,17.645,15.938,450,0,0
2017-01-02 13:00,-1.612,0,0,0,0,0,0,0,11.896,32.68,19.092,18.204,-2.7442,63.233,17.701,15.799,450,0,0
2017-01-02 14:00,-1.5688,0,0,0,0,0,0,0,14.702,28.979,15.816,21.955,-2.0694,63.327,17.811,15.015,450,0,0
2017-01-02 15:00,-1.5784,0,0,0,0,0,0,0,16.112,27.246,14.325,24.281,-1.8863,66.386,16.242,13.736,450,0,0
2017-01-02 16:00,-1.5455,0,0,0,0,0,0,0,16.416,27.186,14.019,25.387,-2.4656,68.302,15.936,13,450,0,0
2017-01-02 17:00,-1.4903,0,0,0,0,0,0,0,16.409,27.45,13.805,26.053,-3.0979,72.316,15.897,13.247,450,0,0
2017-01-02 18:00,-1.454,0,0,0,0,0,0,0,16.369,27.674,13.667,26.517,-3.602,76.513,15.812,13.882,450,0,0
2017-01-02 19:00,-1.4105,0,0,0,0,15.156,0,0,16.367,27.87,13.57,26.844,-4.2452,82.139,21.717,14.825,450,0,0
2017-01-02 20:00,-1.702,0,0,0,0,9.0813,0,0,15.781,28.772,18.206,20.468,-4.9974,83.995,39.232,15.298,450,0,0
2017-01-02 21:00,-1.7003,0,0,0,0,0,0,0,15.236,29.955,18.686,19.331,-5.3312,81.46,29.53,14.305,450,0,0
2017-01-02 22:00,-1.5088,0,0,0,0,0,0,0,13.574,32.135,17.909,21.272,-5.4922,77.143,25.633,13.045,450,0,0
2017-01-02 23:00,-1.503,0,0,0,0,0,0,0,11.168,34.508,20.027,19.207,-4.9685,75.004,24.206,13,450,0,0
2017-01-03 0:00,-1.5627,0,0,0,0,0,0,0,10.54,36.163,20.637,18.737,-4.7383,74.201,21.977,13,450,0,0
2017-01-03 1:00,-1.5683,0,0,0,0,0,0,0,10.451,36.603,20.758,18.492,-4.4849,72.946,20.383,13,450,0,0
2017-01-03 2:00,-1.5924,0,0,0,0,0,0,0,10.289,36.913,20.879,18.393,-4.6271,74.312,19.404,13.02,450,0,0
2017-01-03 3:00,-1.5879,0,0,0,0,0,0,0,10.199,37.255,20.938,18.384,-4.6314,73.433,18.796,13,450,0,0
2017-01-03 4:00,-1.5861,0,0,0,0,0,0,0,10.093,37.306,20.796,18.51,-4.6382,73.333,18.576,13,450,0,0
2017-01-03 5:00,-1.5963,0,0,0,0,0,0,0,9.9473,37.792,20.919,18.464,-4.8226,83.897,18.3,13,450,0,0
2017-01-03 6:00,-1.5864,0,0,0,0,0,0,0,9.8461,38.256,20.993,18.523,-5.24,92.5,18.118,13.468,450,0,0
2017-01-03 7:00,-1.5703,0,0,0,0,0,0,0,9.7098,38.868,20.909,18.754,-5.4635,92.5,18.091,15.145,450,0,0
2017-01-03 8:00,65.779,67.314,79.417,43.072,0,0,8.8046,50.338,20.217,19.905,16.604,23.955,-4.8642,92.5,15.609,15.994,362.5,0,1
2017-01-03 9:00,66.88,58.719,68.402,52.474,0,0,0,93.738,21.183,20.597,16.048,25.169,-3.9117,92.5,15.385,16,300,0,1
2017-01-03 10:00,68.483,58.719,68.402,53.107,0,0,0,100,21.205,21.143,15.987,26.083,-3.3594,92.5,15.244,16,300,0,1
2017-01-03 11:00,67.892,58.719,68.402,55.041,0,0,0,100,21.197,21.584,15.971,26.661,-3.2509,92.5,15.199,16,300,0,1
2017-01-03 12:00,66.833,58.719,68.402,56.289,0,0,0,100,21.212,22.027,15.982,27.418,-2.9921,92.5,15.23,16,300,0,1
2017-01-03 13:00,66.535,58.719,68.402,56.574,0,0,0,100,21.194,22.487,15.996,28.077,-2.6798,92.5,15.201,16,300,0,1
2017-01-03 14:00,66.767,58.719,68.402,57.409,0,0,0,100,21.189,22.939,16.017,28.777,-2.4504,92.5,15.156,16,300,0,1
2017-01-03 15:00,67.178,58.719,68.402,56.449,0,0,0,100,21.184,23.302,15.983,29.288,-2.2554,92.5,15.246,16,300,0,1
2017-01-03 16:00,67.168,58.719,68.402,57.174,0,0,0,100,21.173,23.565,15.951,29.69,-2.0069,92.5,15.125,16,300,0,1
2017-01-03 17:00,66.251,58.719,68.402,57.868,0,0,0,100,21.149,23.828,16.015,30.003,-2.1323,92.5,15.287,16,300,0,1
2017-01-03 18:00,67.453,58.719,68.402,56.51,0,0,0,100,21.111,24.021,16.012,30.227,-2.0448,92.5,15.142,16,300,0,1
2017-01-03 19:00,67.08,58.719,68.402,55.94,0,0,0,100,21.04,24.222,16,30.388,-1.8926,92.5,15.203,16,300,0,1
2017-01-03 20:00,67.358,58.719,68.402,56.561,0,0,0,100,20.989,24.36,15.972,30.464,-1.8734,92.5,15.127,16,300,0,1
2017-01-03 21:00,65.555,58.719,68.402,57.943,0,0,0,100,21.049,24.367,16.06,30.633,-1.9292,92.5,15.252,16,300,0,1
2017-01-03 22:00,3.916,0,0,4.7957,0,0,0,8.3333,18.799,30.027,15.028,34.57,-2.201,92.5,16.035,14.625,395,0,0
2017-01-03 23:00,-1.6139,0,0,0,0,0,0,0,16.694,34.309,14.495,35.725,-2.2849,92.5,17.181,13.017,450,0,0
2017-01-04 0:00,-1.6059,0,0,0,0,0,0,0,16.306,35.239,14.548,34.806,-2.3763,92.5,17.48,13.008,450,0,0
2017-01-04 1:00,-1.6336,0,0,0,0,0,0,0,16.156,35.49,14.614,34.155,-2.0618,92.5,17.413,13,450,0,0
2017-01-04 2:00,-1.6596,0,0,0,0,0,0,0,16.168,35.525,14.603,33.902,-1.9877,92.5,17.269,13,450,0,0
2017-01-04 3:00,-1.6329,0,0,0,0,0,0,0,16.175,35.521,14.589,33.923,-2.2496,92.5,17.109,13.036,450,0,0
2017-01-04 4:00,-1.633,0,0,0,0,0,0,0,16.16,35.745,14.495,34.163,-2.5393,92.5,16.961,13.004,450,0,0
2017-01-04 5:00,-1.63,0,0,0,0,0,0,0,16.22,36.143,14.348,34.747,-2.7943,92.5,16.835,13.01,450,0,0
2017-01-04 6:00,-1.6178,0,0,0,0,0,0,0,16.199,36.093,14.304,35.039,-3.1063,92.5,16.711,13.317,450,0,0
2017-01-04 7:00,-1.5966,0,0,0,0,0,0,0,16.227,35.804,14.182,35.126,-3.0952,92.5,16.594,14.37,450,0,0
2017-01-04 8:00,64.839,68.084,74.296,44.397,0,0,10.459,33.839,20.823,23.705,16.538,30.147,-2.8365,92.5,15.433,15.944,365,0,1
2017-01-04 9:00,66.122,59.362,63.874,53.023,0,0,0,65.073,21.201,23.919,16.01,29.607,-1.7115,92.5,15.276,16,300,0,1
2017-01-04 10:00,65.375,59.362,68.892,56.672,0,0,0,92.445,21.217,24.214,16.024,30.288,-1.0354,92.5,15.27,16,300,0,1
2017-01-04 11:00,66.045,59.362,68.892,60.227,0,0,0,100,21.195,24.848,15.962,31.355,1.0134,92.5,15.151,16,300,0,1
2017-01-04 12:00,67.673,59.362,73.909,60.435,0,0,0,100,21.098,25.285,15.988,31.683,1.2146,92.5,15.134,16,300,0,1
2017-01-04 13:00,66.365,59.362,73.909,62.374,0,0,0,100,21.08,25.298,16.025,31.505,1.307,92.5,15.272,16,300,0,1
2017-01-04 14:00,65.994,59.362,73.909,63.294,0,0,0,100,21.084,25.436,15.988,31.67,1.9737,83.676,15.108,16,300,0,1
2017-01-04 15:00,65.627,59.362,66.352,51.836,0,0,0,100,21.062,25.448,15.848,31.676,-1.8997,92.442,15.293,16,300,0,1
2017-01-04 16:00,65.403,59.362,63.834,51.053,0,0,0,100,21.062,25.188,15.956,31.073,-1.8908,92.5,15.346,16,300,0,1
2017-01-04 17:00,65.617,59.362,58.779,45.522,0,0,0,100,21.04,24.577,15.97,29.556,-3.0804,92.5,15.389,16,300,0,1
2017-01-04 18:00,66.923,59.362,58.768,42.93,0,0,0,100,21.002,23.209,15.996,26.821,-4.5374,92.5,15.491,16,300,0,1
2017-01-04 19:00,66.91,59.362,58.773,46.24,0,0,0,100,21.003,22.115,16.017,25.416,-5.1408,92.5,15.471,16,300,0,1
2017-01-04 20:00,67.039,59.362,58.773,42.525,0,0,0,100,20.994,21.195,16.012,24.132,-5.6646,92.41,15.438,16,300,0,1
2017-01-04 21:00,66.322,59.362,58.773,41.023,0,0,0,100,20.924,20.398,16.035,22.963,-6.6055,89.233,15.438,16,300,0,1
2017-01-04 22:00,-0.96791,0,0,0,0,0,0,0,18.251,25.947,14.496,27.026,-7.2662,83.735,15.507,14.237,390,0,0
2017-01-04 23:00,-1.2873,0,0,0,0,0,0,0,16.08,30.004,13.273,30.896,-7.7603,75.966,15.913,13.008,450,0,0
2017-01-05 0:00,-1.2653,0,0,0,0,0,0,0,15.692,30.934,12.86,31.64,-8.1642,70.489,15.67,13.012,450,0,0
2017-01-05 1:00,-1.2594,0,0,0,0,0,0,0,15.656,30.983,12.509,31.93,-8.5041,69.022,15.247,13.024,450,0,0
2017-01-05 2:00,-1.2406,0,0,0,0,17.408,0,0,15.645,30.857,12.917,30.815,-8.7146,67.828,30.356,13.012,450,0,0
2017-01-05 3:00,-1.5483,0,0,0,0,0,0,0,14.868,30.875,17.659,22.175,-8.7893,69.241,33.005,13.009,450,0,0
2017-01-05 4:00,-1.3253,0,0,0,0,0,0,0,14.73,30.526,17.658,21.443,-9.9674,91.213,23.892,13.003,450,0,0
2017-01-05 5:00,-1.1553,0,0,0,0,0,0,0,14.77,30.208,16.129,23.515,-11.331,82.798,18.416,13.4,450,0,0
2017-01-05 6:00,-1.0966,0,0,0,0,0,0,0,14.943,30.08,13.955,26.522,-12.199,68.259,15.136,14.499,450,0,0
2017-01-05 7:00,-1.2935,0,0,0,0,44.135,0,0,14.699,30.538,16.316,22.725,-12.798,66.418,49.718,15.895,450,0,0
2017-01-05 8:00,75.159,67.524,71.229,28.778,0,0,2.0306,21.5,21.138,17.577,17.839,19.715,-12.815,65.915,15.493,16,362.5,0,1
2017-01-05 9:00,69.87,58.736,47.705,22.976,0,0,0,66.5,21.134,17.189,16,19.474,-12.099,62.18,15.395,16,300,0,1
2017-01-05 10:00,70.729,58.736,47.721,24.372,0,0,0,98.667,21.131,16.96,16.017,19.087,-10.681,59.22,15.241,16,300,0,1
2017-01-05 11:00,71.957,58.736,47.751,28.847,0,0,0,100,21.06,16.761,16.038,18.902,-8.9171,55.562,15.339,16,300,0,1
2017-01-05 12:00,74.616,58.736,47.751,29.219,0,0,0,100,21.029,16.662,15.988,18.665,-7.8591,52.914,15.179,16,300,0,1
2017-01-05 13:00,68.548,58.736,54.448,35.197,0,0,0,100,21.018,16.707,16,18.888,-7.3058,53.54,15.356,16,300,0,1
2017-01-05 14:00,68.347,58.736,57.812,39.957,0,0,0,100,21.057,16.662,16.001,19.035,-6.7976,55.342,15.554,16,300,0,1
2017-01-05 15:00,66.552,58.736,57.812,43.21,0,0,0,100,21.06,16.795,16.017,19.467,-6.4822,59.692,15.499,16,300,0,1
2017-01-05 16:00,66.511,58.736,62.874,43.706,0,0,0,100,21.123,16.884,16.017,19.608,-6.7651,61.403,15.462,16,300,0,1
2017-01-05 17:00,64.637,58.736,62.874,46.182,0,0,0,100,21.118,16.937,16.018,19.918,-6.8113,66.085,15.464,16,300,0,1
2017-01-05 18:00,66.33,58.736,62.874,44.388,0,0,0,100,21.118,16.925,15.964,19.675,-6.4912,61.167,15.408,16,300,0,1
2017-01-05 19:00,66.373,58.736,62.874,43.627,0,0,0,100,21.088,16.617,15.994,19.069,-6.5728,55.722,15.427,16,300,0,1
2017-01-05 20:00,64.943,58.736,57.854,40.929,0,0,0,100,21.053,16.249,16.004,18.465,-7.4473,56.14,15.461,16,300,0,1
2017-01-05 21:00,63.562,58.736,57.854,37.34,0,0,0,100,21.015,15.837,15.97,18.002,-8.3002,56.11,15.368,16,300,0,1
2017-01-05 22:00,-1.2524,0,0,0,0,9.4195,0,0,18.013,20.642,14.422,21.455,-9.4814,59.198,15.4,15.147,387.5,0,0
2017-01-05 23:00,-1.3729,0,0,0,0,8.5702,0,0,15.25,24.363,16.188,19.728,-9.9706,61.063,39.264,13.255,450,0,0
2017-01-06 0:00,-1.4488,0,0,0,0,0,0,0,14.579,25.951,17.051,18.231,-10.674,62.388,28.785,13,450,0,0
2017-01-06 1:00,-1.2897,0,0,0,0,0,0,0,14.138,26.823,15.818,19.822,-11.298,63.529,23.747,13,450,0,0
2017-01-06 2:00,-1.2379,0,0,0,0,0,0,0,14.101,26.756,15.032,20.889,-11.522,63.356,20.432,13,450,0,0
2017-01-06 3:00,-1.2054,0,0,0,0,0,0,0,14.161,26.061,14.314,21.623,-11.915,63.842,17.537,13,450,0,0
2017-01-06 4:00,-1.1636,0,0,0,0,0,0,0,15.079,25.034,13.508,22.592,-12.132,64.996,14.872,13.096,450,0,0
2017-01-06 5:00,-1.1028,0,0,0,0,8.6927,0,0,15.38,24.601,11.989,24.018,-11.881,62.517,13.657,13.256,450,0,0
2017-01-06 6:00,-1.4027,0,0,0,0,14.994,0,0,14.394,24.914,16.32,17.74,-12.69,62.655,44.228,14.196,450,0,0
2017-01-06 7:00,-1.3118,0,0,0,0,0,0,0,11.323,28.27,16.938,17.852,-13.631,65.64,31.977,15.748,450,0,0
2017-01-06 8:00,79.064,68.347,63.884,26.278,0,0,3.0452,21.75,20.818,15.231,16.878,16.413,-13.856,63.991,15.255,16,362.5,0,1
2017-01-06 9:00,67.36,61.115,48.043,28.028,0,0,0,66.75,20.995,15.062,16.004,16.032,-13.086,62.91,15.229,16,300,0,1
2017-01-06 10:00,66.963,56.11,53.078,30.925,0,0,0,98.5,21.043,15.157,16.005,16.174,-11.598,58.374,15.277,16,300,0,1
2017-01-06 11:00,69.615,56.11,48.032,28.742,0,0,0,100,21.065,15.188,16.022,16.044,-10.12,52.97,15.299,16,300,0,1
2017-01-06 12:00,74.616,56.11,50.543,28.854,0,0,0,100,21.076,15.274,15.936,16.107,-8.7717,50.314,15.24,16,300,0,1
2017-01-06 13:00,72.067,56.11,53.084,33.884,0,0,0,100,21.093,15.33,16.023,16.27,-8.1691,49.77,15.325,16,300,0,1
2017-01-06 14:00,70.303,56.11,58.11,37.663,0,0,0,100,21.111,15.351,15.999,16.378,-8.0956,48.528,15.378,16,300,0,1
2017-01-06 15:00,69.422,56.11,58.11,39.543,0,0,0,100,21.101,15.358,15.995,16.311,-7.5365,48.381,15.444,16,300,0,1
2017-01-06 16:00,65.106,56.11,58.11,43.459,0,0,0,100,21.135,15.227,16.008,16.273,-7.8157,50.648,15.493,16,300,0,1
2017-01-06 17:00,60.942,56.11,58.11,44.86,0,0,0,100,21.174,15.037,15.997,16.134,-8.4706,53.229,15.522,16,300,0,1
2017-01-06 18:00,63.487,56.11,58.11,41.153,0,0,0,100,21.179,14.878,15.997,16.045,-9.0038,57.784,15.504,16,300,0,1
2017-01-06 19:00,64.187,56.11,53.092,35.969,0,0,0,100,21.168,14.669,15.958,15.88,-9.9825,61.922,15.381,16,300,0,1
2017-01-06 20:00,63.336,56.11,53.092,36.128,0,0,0,100,21.122,14.5,16.022,15.722,-10.291,65.054,15.387,16,300,0,1
2017-01-06 21:00,63.233,56.11,53.092,32.98,0,0,0,100,21.089,14.322,15.986,15.4,-10.721,64.238,15.321,16,300,0,1
2017-01-06 22:00,-0.46607,0,0,0,0,7.8735,0,0,18.192,18.043,13.955,18.509,-11.839,68.553,19.435,15.031,387.5,0,0
2017-01-06 23:00,-1.2665,0,0,0,0,9.4155,0,0,15.331,21.288,16.498,17.307,-12.512,69.368,37.711,13.339,450,0,0
2017-01-07 0:00,-1.3241,0,0,0,0,0,0,0,14.559,22.833,16.829,15.635,-13.147,67.471,28.367,13,450,0,0
2017-01-07 1:00,-1.2387,0,0,0,0,0,0,0,14.301,22.987,16.218,16.069,-13.955,69.262,22.96,13.027,450,0,0
2017-01-07 2:00,-1.1045,0,0,0,0,0,0,0,14.233,22.309,15.446,16.465,-14.63,77.636,18.265,13.17,450,0,0
2017-01-07 3:00,-1.0128,0,0,0,0,0,0,0,14.451,21.965,13.798,17.974,-14.994,75.231,15.224,14.505,450,0,0
2017-01-07 4:00,-1.1949,0,0,0,0,47.776,0,0,14.159,22.37,16.358,15.847,-15.516,71.528,49.985,15.912,450,0,0
2017-01-07 5:00,-1.4147,0,0,0,0,0,0,0,12.216,25.13,16.251,15.21,-15.759,68.455,39.943,15.62,450,0,0
2017-01-07 6:00,-1.1328,0,0,0,0,0,0,0,8.756,27.149,19.206,13.646,-15.85,68.32,31.154,15.124,450,0,0
2017-01-07 7:00,-1.119,0,0,0,0,0,0,0,8.0415,27.591,20.114,13.452,-16.306,65.653,24.687,15.767,450,0,0
2017-01-07 8:00,-1.0864,0,0,0,0,0,0,0,7.3884,28.321,20.297,13.452,-17.254,64.717,20.938,16,450,0,0
2017-01-07 9:00,41.623,67.786,56.63,12.692,0,0,4.1043,5.25,13.814,20.522,17.18,13.985,-16.199,60.639,17.352,16,362.5,0,1
2017-01-07 10:00,66.497,57.562,48.228,25.866,0,0,0,44.25,20.941,12.95,16.006,13.468,-14.322,52.203,15.331,16,300,0,1
2017-01-07 11:00,66.738,57.562,48.228,28.062,0,0,0,87.75,20.991,12.961,16.006,13.434,-12.449,49.54,15.267,16,300,0,1
2017-01-07 12:00,64.654,57.562,53.229,34.341,0,0,0,100,20.979,12.918,15.991,13.433,-10.797,45.188,15.306,16,300,0,1
2017-01-07 13:00,63.693,57.562,53.229,36.081,0,0,0,100,20.98,12.866,15.981,13.432,-10.096,43.935,15.316,16,300,0,1
2017-01-07 14:00,65.077,57.562,53.229,36.12,0,0,0,100,20.969,12.857,16.003,13.433,-10.003,43.959,15.425,16,300,0,1
2017-01-07 15:00,66.142,57.562,53.229,36.3,0,0,0,100,20.979,12.889,15.999,13.429,-10.598,44.795,15.414,16,300,0,1
2017-01-07 16:00,66.142,57.562,55.776,35.517,0,0,0,100,21.005,12.755,15.977,13.437,-12.104,44.468,15.372,16,300,0,1
2017-01-07 17:00,63.414,57.562,55.778,35.733,0,0,0,100,21.03,12.622,15.962,13.437,-12.507,47.626,15.382,16,300,0,1
2017-01-07 18:00,31.619,0,0,15.483,0,0,0,50,20.118,13.789,15.263,13.922,-13.419,51.536,15.364,15.584,387.5,0,0
2017-01-07 19:00,-0.97277,0,0,0,0,0,0,0,16.065,18.197,13.053,17.405,-13.626,53.909,15.344,13.306,450,0,0
2017-01-07 20:00,-0.93748,0,0,0,0,16.585,0,0,15.165,19.333,12.771,18.273,-13.786,56.726,30.761,13.02,450,0,0
2017-01-07 21:00,-1.3176,0,0,0,0,1.4859,0,0,14.334,20.075,16.534,13.935,-14.441,61.531,35.003,13.034,450,0,0
2017-01-07 22:00,-1.2193,0,0,0,0,0,0,0,13.573,21.066,15.308,14.544,-15.738,68.93,26.655,13.017,450,0,0
2017-01-07 23:00,-1.1168,0,0,0,0,0,0,0,12.855,21.412,14.62,15.703,-15.877,67.34,22.589,13.033,450,0,0
2017-01-08 0:00,-1.0234,0,0,0,0,0,0,0,9.466,23.54,18.299,13.642,-16.429,65.04,21.459,13.15,450,0,0
2017-01-08 1:00,-1.1155,0,0,0,0,0,0,0,6.9712,26.158,20.214,13.451,-17.204,65.351,18.763,13.212,450,0,0
2017-01-08 2:00,-1.1729,0,0,0,0,0,0,0,6.6514,26.99,20.562,13.444,-15.963,61.384,17.184,13.285,450,0,0
2017-01-08 3:00,-1.1474,0,0,0,0,0,0,0,6.4278,27.417,20.618,13.446,-16.586,62.402,16.734,13.296,450,0,0
2017-01-08 4:00,-1.1626,0,0,0,0,0,0,0,6.1604,27.719,20.605,13.442,-15.807,59.654,16.549,13.085,450,0,0
2017-01-08 5:00,-1.2101,0,0,0,0,0,0,0,6.0039,27.921,20.542,13.443,-15.428,58.6,16.43,13,450,0,0
2017-01-08 6:00,-1.2257,0,0,0,0,0,0,0,5.932,28.145,20.557,13.451,-15.212,58.208,16.368,13.017,450,0,0
2017-01-08 7:00,-1.2197,0,0,0,0,0,0,0,5.9042,28.091,20.554,13.437,-14.777,58.276,16.337,13,450,0,0
2017-01-08 8:00,-1.2251,0,0,0,0,0,0,0,5.9513,28.098,20.486,13.442,-14.057,55.702,16.323,13.017,450,0,0
2017-01-08 9:00,-1.2407,0,0,0,0,0,0,0,6.0491,27.909,20.526,13.447,-13.7,56.293,16.323,13,450,0,0
2017-01-08 10:00,-1.268,0,0,0,0,0,0,0,6.2252,27.851,20.487,13.451,-12.754,58.899,16.336,13.05,450,0,0
2017-01-08 11:00,-1.2502,0,0,0,0,0,0,0,6.3106,27.782,20.52,13.441,-13.001,58.575,16.296,13.239,450,0,0
2017-01-08 12:00,-1.2476,0,0,0,0,0,0,0,6.6208,27.444,20.462,13.444,-12.225,51.995,16.27,13.249,450,0,0
2017-01-08 13:00,-1.2437,0,0,0,0,0,0,0,6.8157,27.377,20.456,13.445,-12.492,50.166,16.246,13.278,450,0,0
2017-01-08 14:00,-1.1778,0,0,0,0,0,0,0,6.7623,27.619,20.418,13.437,-13.658,48.857,16.129,13.277,450,0,0
2017-01-08 15:00,-1.1654,0,0,0,0,0,0,0,6.7851,28.101,20.548,13.433,-13.546,46.867,16.099,13.002,450,0,0
2017-01-08 16:00,-1.1863,59.875,0,0,0,0,0,0,6.5033,28.822,20.536,13.439,-13.615,48.275,16.087,13,450,0,0
2017-01-08 17:00,24.943,58.888,70.708,13.708,0,10.367,2.5022,4.5,19.15,14.891,12.099,16.586,-14.111,51.538,24.982,14.14,375,0,0
2017-01-08 18:00,-1.2456,0,0,0,0,61.781,0,0,13.942,20.268,16.261,14.359,-15.194,50.014,50,15.675,450,0,0
2017-01-08 19:00,8.704,67.845,0,0,0,3.1475,0,0.16667,10.229,23.122,19.398,13.554,-16.327,51.348,35.419,15.643,375,0,0
2017-01-08 20:00,21.959,26.35,69.778,17.046,0,9.8149,0,5.5833,18.765,14.59,14.893,14.517,-16.835,51.511,24.826,15.984,379.17,0,0
2017-01-08 21:00,-1.1925,0,0,0,0,93.12,0,0,12.74,20.942,16.099,14.178,-17.256,52.045,50,16,450,0,0
