,AHU 2 Supply Air Pressure (Pa),AHU 2 fan VFD state [0 off 1 on],AHU 2 Outdoor Air Damper (%),AHU 2 Exhaust Air Damper (%),AHU 2 Heat Recovery Wheel (%),AHU 2 Heating Coil State (%),AHU 2 Cooling Coil State (%),AHU 2 Humidifier State (%),AHU 2 Return Air Temperature [degC],AHU 2 Return Air Humidity [%],AHU 2 Supply Air Temperature [degC],AHU 2 Supply Air Humidity [%],Outdoor temperature (degC),Outdoor humidity (degC),Mixed Air Temperature (degC),AHU 2 Supply Air Temperature Setpoint (degC),AHU 2 Supply Air Pressure Setpoint (Pa),Chilled water VFD pump state [0 off 1 on],Binary availability schedule of the AHU fans
2017-02-18 15:00,93.203,64.127,89.205,84.47,0,0,0,100,21.466,24.278,15.989,33.368,9.4205,38.575,14.713,15.978,300,0,1
2017-02-18 16:00,86.218,64.127,91.742,86.681,0,0,0,100,21.454,24.991,15.932,33.653,8.5656,41.411,14.742,15.91,300,0,1
2017-02-18 17:00,44.925,0,0,42.632,0,0,0,53.846,21.034,26.521,15.755,33.503,7.5063,45.818,14.904,15.25,395,0,0
2017-02-18 18:00,-1.9033,0,0,0,0,0,0,0,18.266,31.651,15.382,33.874,5.981,52.542,17.196,13,450,0,0
2017-02-18 19:00,-1.8632,0,0,0,0,0,0,0,17.298,33.237,15.44,33.627,5.4391,55.613,17.315,13,450,0,0
2017-02-18 20:00,-1.8214,0,0,0,0,0,0,0,17.157,33.411,15.47,33.244,5.2608,56.995,16.978,13.01,450,0,0
2017-02-18 21:00,-1.81,0,0,0,0,0,0,0,17.101,33.342,15.402,32.921,4.2327,61.69,16.566,13.014,450,0,0
2017-02-18 22:00,-1.7819,0,0,0,0,0,0,0,16.976,33.478,15.655,32.151,3.0842,67.187,18.53,13,450,0,0
2017-02-18 23:00,-1.7748,0,0,0,0,0,0,0,16.814,33.731,15.98,31.481,2.3464,71.876,18.89,13.002,450,0,0
2017-02-19 0:00,-1.7412,0,0,0,0,0,0,0,16.79,33.722,16.068,31.085,2.0182,74.334,18.849,13.006,450,0,0
2017-02-19 1:00,-1.7094,0,0,0,0,0,0,0,16.739,33.788,16.058,30.978,1.2126,85.664,18.661,13,450,0,0
2017-02-19 2:00,-1.702,0,0,0,0,0,0,0,16.706,33.766,15.905,31.061,0.57336,92.5,18.431,13,450,0,0
2017-02-19 3:00,-1.6691,0,0,0,0,0,0,0,16.622,33.751,15.75,31.189,0.24505,92.5,18.193,13.006,450,0,0
2017-02-19 4:00,-1.6505,0,0,0,0,0,0,0,16.652,33.659,15.581,31.277,0.37192,92.5,17.93,13,450,0,0
2017-02-19 5:00,-1.663,0,0,0,0,0,0,0,16.646,33.646,15.389,31.512,-0.58441,92.5,17.675,13,450,0,0
2017-02-19 6:00,-1.6277,0,0,0,0,0,0,0,16.583,33.818,15.205,32.023,-0.73254,92.5,17.392,13,450,0,0
2017-02-19 7:00,-1.5924,0,0,0,0,0,0,0,16.592,33.938,14.936,32.654,-1.0653,92.5,17.057,13,450,0,0
2017-02-19 8:00,-1.6037,0,0,0,0,0,0,0,16.664,34.082,14.679,33.193,0.037166,92.5,16.76,13,450,0,0
2017-02-19 9:00,-1.6817,0,0,0,0,0,0,0,16.98,34,14.631,33.514,1.7587,78.138,16.664,13,450,0,0
2017-02-19 10:00,-1.7831,0,0,0,0,0,0,0,17.284,33.728,14.824,33.326,3.2952,59.668,16.818,13,450,0,0
2017-02-19 11:00,-1.8167,0,0,0,0,0,0,0,17.554,33.357,15.074,33.202,3.8453,56.933,17.106,13,450,0,0
2017-02-19 12:00,-1.8778,0,0,0,0,0,0,0,17.603,33.331,15.367,33.299,4.4676,53.888,17.516,13,450,0,0
2017-02-19 13:00,-1.8886,0,0,0,0,0,0,0,17.549,33.406,15.768,33.04,5.0677,50.11,18.123,13,450,0,0
2017-02-19 14:00,-1.8665,0,0,0,0,0,0,0,17.698,33.049,16.051,32.466,5.2926,47.527,18.559,13,450,0,0
2017-02-19 15:00,-1.8679,0,0,0,0,0,0,0,17.943,33.056,15.807,32.986,4.7375,49.892,17.044,13,450,0,0
2017-02-19 16:00,-1.8139,0,0,0,0,0,0,0,17.849,33.235,15.928,33.127,3.5453,54.789,18.542,13,450,0,0
2017-02-19 17:00,-1.8106,0,0,0,0,0,0,0,17.719,33.274,16.238,32.498,3.0406,57.336,18.934,13,450,0,0
2017-02-19 18:00,-1.7778,0,0,0,0,0,0,0,17.621,33.357,16.424,32.127,2.1972,59.347,18.934,13,450,0,0
2017-02-19 19:00,-1.7259,0,0,0,0,0,0,0,17.541,33.432,16.383,32.089,1.186,58.104,18.726,13,450,0,0
2017-02-19 20:00,-1.6876,0,0,0,0,0,0,0,17.5,33.317,16.193,32.144,0.36586,58.268,18.391,13,450,0,0
2017-02-19 21:00,-1.6428,0,0,0,0,0,0,0,17.422,33.236,15.873,32.328,-0.45463,58.418,17.958,13,450,0,0
2017-02-19 22:00,-1.58,0,0,0,0,0,0,0,17.399,33.021,15.484,32.581,-1.4556,56.424,17.523,13,450,0,0
2017-02-19 23:00,-1.539,0,0,0,0,0,0,0,17.581,32.583,15.067,32.707,-2.3854,57.475,17.134,13,450,0,0
2017-02-20 0:00,-1.4914,0,0,0,0,0,0,0,17.654,31.513,14.707,32.132,-3.2497,58.573,16.788,13,450,0,0
2017-02-20 1:00,-1.4341,0,0,0,0,0,0,0,17.412,31.361,14.362,32.127,-3.9701,60.245,16.499,13,450,0,0
2017-02-20 2:00,-1.4271,0,0,0,0,0,0,0,17.193,31.363,14.035,32.459,-4.2848,58.155,16.192,13,450,0,0
2017-02-20 3:00,-1.413,0,0,0,0,0,0,0,17.227,31.061,13.731,32.305,-4.7154,59.337,15.865,13,450,0,0
2017-02-20 4:00,-1.3844,0,0,0,0,0,0,0,17.26,30.723,13.482,32.158,-5.1891,60.7,15.553,13,450,0,0
2017-02-20 5:00,-1.3519,0,0,0,0,0,0,0,17.233,30.454,13.21,32.222,-5.9141,61.275,15.303,13,450,0,0
2017-02-20 6:00,-1.3084,0,0,0,0,0,0,0,17.273,30.212,12.952,32.237,-6.695,57.661,15.082,13.207,450,0,0
2017-02-20 7:00,-1.2737,0,0,0,0,0,0,0,17.132,29.999,12.7,32.256,-6.8552,50.575,14.864,13,450,0,0
2017-02-20 8:00,-1.2913,0,0,0,0,6.7929,0,0,17.033,30.039,12.422,32.689,-6.2257,41.405,14.652,13,450,0,0
2017-02-20 9:00,-1.4888,0,0,0,0,9.7808,0,0,16.633,29.636,16.262,26.58,-5.4783,34.916,29.176,13,450,0,0
2017-02-20 10:00,-1.6076,0,0,0,0,0,0,0,16.505,29.079,18.576,21.933,-3.5559,30.939,27.66,13,450,0,0
2017-02-20 11:00,-1.6101,0,0,0,0,0,0,0,17.263,27.657,17.978,22.72,-2.0521,25.835,21.537,13,450,0,0
2017-02-20 12:00,-1.5922,0,0,0,0,0,0,0,17.204,28.923,17.16,25.764,-1.9408,25.653,18.825,13,450,0,0
2017-02-20 13:00,-1.6043,0,0,0,0,0,0,0,17.172,28.574,16.742,26.92,-0.038607,22.722,18.389,13,450,0,0
2017-02-20 14:00,13.222,67.689,100,0,0,0,16.667,0.16667,18.606,25.939,15.939,26.029,2.1618,19.366,18.245,13,450,0,1
2017-02-20 15:00,104.79,53.587,69.489,59.136,0,0,0,15.833,21.702,18.025,13.52,20.545,2.5187,18.659,13.784,13.72,450,0,0
2017-02-20 16:00,14.375,59.413,50,16.667,0,0,0,0,20.64,20.353,13.973,23.247,0.69595,24.033,15.85,13,450,0,0
2017-02-20 17:00,2.9601,59.714,50,8.3333,0,0,0,0,20.808,20.407,15.492,22.017,-0.33615,26.338,14.722,13,378.26,0,0
2017-02-20 18:00,-1.4817,0,0,0,0,0,0,0,18.292,23.763,15.267,24.472,-1.3609,30.725,17.849,13,450,0,0
2017-02-20 19:00,-1.447,0,0,0,0,0,0,0,17.631,24.736,15.374,24.602,-2.072,32.045,18.46,13,450,0,0
2017-02-20 20:00,-1.4362,0,0,0,0,0,0,0,17.52,25.166,15.453,24.76,-2.5178,34.341,18.274,13,450,0,0
2017-02-20 21:00,-1.41,0,0,0,0,0,0,0,17.446,25.308,15.265,25.004,-3.0511,38.712,17.818,13,450,0,0
2017-02-20 22:00,-1.3936,0,0,0,0,0,0,0,17.646,25.131,15.035,25.207,-3.794,41.67,17.359,13,450,0,0
2017-02-20 23:00,-1.3643,0,0,0,0,0,0,0,17.745,24.877,14.72,25.275,-4.2416,42.02,16.984,13,450,0,0
2017-02-21 0:00,-1.3541,0,0,0,0,0,0,0,17.672,24.944,14.433,25.594,-4.5003,46.057,16.751,13,450,0,0
2017-02-21 1:00,-1.3242,0,0,0,0,0,0,0,17.85,24.87,14.173,25.845,-5.2422,48.861,16.516,13,450,0,0
2017-02-21 2:00,-1.2773,0,0,0,0,0,0,0,17.623,25.005,13.941,26.116,-6.1689,51.942,16.323,13,450,0,0
2017-02-21 3:00,-1.2355,0,0,0,0,0,0,0,17.618,24.994,13.661,25.834,-7.0389,51.813,16.108,13,450,0,0
2017-02-21 4:00,-1.2138,0,0,0,0,0,0,0,17.391,25.046,13.356,26.112,-8.1275,56.706,15.873,13,450,0,0
2017-02-21 5:00,-1.2003,0,0,0,0,0,0,0,17.403,25.015,13.087,26.213,-8.7357,54.712,15.673,13,450,0,0
2017-02-21 6:00,-1.1846,0,0,0,0,0,0,0,17.295,25.084,12.876,26.454,-8.5732,51.798,15.502,13.005,450,0,0
2017-02-21 7:00,-1.1845,0,0,0,0,0,0,0,17.203,25.018,12.728,26.431,-8.3723,50.082,15.412,13,450,0,0
2017-02-21 8:00,81.697,68.227,74.419,42.993,0,0,0.62638,21.75,21.909,17.121,16.806,19.848,-6.5254,45.11,15.44,16,362.5,0,1
2017-02-21 9:00,66.997,59.414,63.754,50.528,0,0,0,66.75,21.882,16.639,16.015,18.825,-4.93,41.819,15.482,16,300,0,1
2017-02-21 10:00,67.14,59.414,68.787,55.908,0,0,0,98.75,21.881,16.446,15.995,18.634,-3.6274,38.245,15.405,16,300,0,1
2017-02-21 11:00,66.202,59.414,74.261,59.283,0,0,0,100,21.871,16.469,15.954,18.766,-2.0042,36.068,15.295,15.992,300,0,1
2017-02-21 12:00,66.318,59.414,74.261,62.588,0,0,0,100,21.86,16.655,15.98,19.182,0.22682,33.187,15.301,15.938,300,0,1
2017-02-21 13:00,69.379,59.414,74.261,65.171,0,0,0,100,21.803,16.776,15.98,19.182,1.7384,29.554,15.166,15.992,300,0,1
2017-02-21 14:00,71.984,59.414,74.261,66.23,0,0,0,100,21.777,16.93,15.985,19.479,1.2839,31.978,15.232,16,300,0,1
2017-02-21 15:00,67.71,59.414,74.261,65.254,0,0,0,100,21.787,17.156,15.989,20.127,0.80168,36.593,15.27,16,300,0,1
2017-02-21 16:00,67.559,59.414,74.261,63.004,0,0,0,100,21.77,17.57,16.012,20.976,0.082304,42.184,15.252,16,300,0,1
2017-02-21 17:00,68.403,59.414,74.261,60.201,0,0,0,100,21.767,18.256,16.014,22.827,-0.62351,57.908,15.252,16,300,0,1
2017-02-21 18:00,65.588,59.414,69.249,58.111,0,0,0,100,21.782,19.349,15.982,24.88,-1.13,71.285,15.259,16,300,0,1
2017-02-21 19:00,65.973,59.414,69.249,58.168,0,0,0,100,21.759,19.773,16,25.163,-0.83125,68.528,15.319,16,300,0,1
2017-02-21 20:00,66.034,59.414,69.249,56.924,0,0,0,100,21.746,20.172,16.019,25.9,-1.0956,77.736,15.333,16,300,0,1
2017-02-21 21:00,65.672,59.414,69.249,57.454,0,0,0,100,21.739,20.653,15.991,26.601,-1.358,92.5,15.344,16,300,0,1
2017-02-21 22:00,0.16343,0,0,0,0,0,0,0,19.821,24.566,15.11,29.459,-1.2913,92.5,16.205,13.573,385,0,0
2017-02-21 23:00,-1.5449,0,0,0,0,0,0,0,18.045,27.405,14.878,29.588,-1.009,92.464,17.695,13,450,0,0
2017-02-22 0:00,-1.5513,0,0,0,0,0,0,0,17.632,28.203,15.198,28.636,-0.64407,92.472,18.325,13,450,0,0
2017-02-22 1:00,-1.5732,0,0,0,0,0,0,0,17.537,28.71,15.466,28.336,-0.70403,92.5,18.529,13,450,0,0
2017-02-22 2:00,-1.5843,0,0,0,0,0,0,0,17.515,29.286,15.597,28.409,-0.63717,92.5,18.573,13,450,0,0
2017-02-22 3:00,-1.5891,0,0,0,0,0,0,0,17.535,29.498,15.679,28.589,-0.76821,92.5,18.531,13,450,0,0
2017-02-22 4:00,-1.603,0,0,0,0,0,0,0,17.461,29.716,15.693,28.638,-0.46845,92.5,18.495,13,450,0,0
2017-02-22 5:00,-1.6012,0,0,0,0,0,0,0,17.412,29.951,15.701,28.797,-0.27603,92.5,18.439,13,450,0,0
2017-02-22 6:00,-1.6038,0,0,0,0,0,0,0,17.54,30.143,15.687,29.05,-0.20412,92.5,18.396,13,450,0,0
2017-02-22 7:00,-1.601,0,0,0,0,0,0,0,17.583,30.139,15.677,29.155,-0.40089,92.5,18.32,13.005,450,0,0
2017-02-22 8:00,85.912,68.477,84.734,58.89,0,0,14.536,22,21.89,22.128,17.094,29.267,0.31668,92.5,16.274,16,362.5,0,1
2017-02-22 9:00,67.422,61.033,74.499,64.511,0,0,0,67,21.831,23.167,16.002,30.859,2.205,80.794,15.202,16,300,0,1
2017-02-22 10:00,66.308,61.033,79.518,68.458,0,0,0,98.75,21.84,24.172,15.957,32.345,4.2014,63.507,15.147,16,300,0,1
2017-02-22 11:00,65.571,56.033,79.518,73.112,0,0,0,100,21.82,25.09,16.03,33.727,4.5573,64.35,15.14,16,300,0,1
2017-02-22 12:00,66.837,56.033,79.518,74.282,0,0,0,100,21.786,25.822,16.021,34.696,4.5934,65.199,15.057,16,300,0,1
2017-02-22 13:00,66.752,56.033,79.518,74.532,0,0,0,100,21.762,26.435,15.998,35.611,5.395,62.301,15.069,16,300,0,1
2017-02-22 14:00,67.175,56.033,79.518,75.217,0,0,0,100,21.749,26.793,16.017,35.65,4.7719,64.715,15.083,16,300,0,1
2017-02-22 15:00,65.678,56.033,79.518,75.331,0,0,0,100,21.723,26.827,15.943,35.414,4.4051,64.951,15.058,16,300,0,1
2017-02-22 16:00,65.473,56.033,79.518,75.346,0,0,0,100,21.704,26.772,15.99,35.056,4.27,63.278,15.053,16,300,0,1
2017-02-22 17:00,66.338,56.033,79.518,74.314,0,0,0,100,21.67,26.665,15.986,34.872,3.9057,64.778,15.064,16,300,0,1
2017-02-22 18:00,66.27,56.033,79.518,72.829,0,0,0,100,21.659,26.609,16.011,34.825,3.3768,68.164,15.062,16,300,0,1
2017-02-22 19:00,65.172,56.033,79.518,71.014,0,0,0,100,21.638,26.399,15.947,34.363,2.9419,69.396,15.104,16,300,0,1
2017-02-22 20:00,65.391,56.033,79.518,69.692,0,0,0,100,21.607,26.193,15.974,33.916,2.3541,70.769,15.066,16,300,0,1
2017-02-22 21:00,64.835,56.033,79.518,68.68,0,0,0,100,21.592,25.976,15.94,33.592,2.1039,71.477,15.146,16,300,0,1
2017-02-22 22:00,-1.7598,0,0,0,0,0,0,0,19.994,29.944,15.314,36.04,1.7265,74.91,16.442,13.411,387.5,0,0
2017-02-22 23:00,-1.7222,0,0,0,0,0,0,0,18.365,33.064,15.394,36.349,1.5078,78.076,18.464,13,450,0,0
2017-02-23 0:00,-1.7584,0,0,0,0,0,0,0,17.991,34.631,15.907,35.67,1.5121,80.618,19.413,13,450,0,0
2017-02-23 1:00,-1.7537,0,0,0,0,0,0,0,17.905,34.828,16.257,34.911,1.4728,92.5,19.791,13,450,0,0
2017-02-23 2:00,-1.7329,0,0,0,0,0,0,0,17.72,35.133,16.447,34.308,1.2866,92.5,19.902,13,450,0,0
2017-02-23 3:00,-1.7379,0,0,0,0,0,0,0,17.668,35.114,16.57,33.851,1.2577,92.5,19.897,13,450,0,0
2017-02-23 4:00,-1.7683,0,0,0,0,0,0,0,17.643,35.048,16.638,33.512,1.2503,92.5,19.872,13,450,0,0
2017-02-23 5:00,-1.755,0,0,0,0,0,0,0,17.676,35.047,16.663,33.315,1.0775,92.5,19.772,13,450,0,0
2017-02-23 6:00,-1.7542,0,0,0,0,0,0,0,17.616,35.167,16.644,33.388,1.174,92.5,19.66,13,450,0,0
2017-02-23 7:00,-1.7637,0,0,0,0,0,0,0,17.553,35.291,16.56,33.453,1.3128,92.5,19.583,13,450,0,0
2017-02-23 8:00,71.388,68.629,86.006,68.245,0,0,16.667,23.811,21.46,26.293,16.982,35.12,3.0392,92.5,16.552,15.75,350,0,1
2017-02-23 9:00,67.021,58.901,84.399,74.242,0,0,0,37.94,21.73,27.605,15.963,38.118,4.2833,86.91,15.054,16,300,0,1
2017-02-23 10:00,67.9,58.901,89.4,83.079,0,0,0,37.298,21.754,30.807,16.038,45.618,7.239,91.775,15.018,16,300,0,1
2017-02-23 11:00,70.12,58.901,94.411,90.834,0,0,0,22.734,21.725,33.23,16.006,49.265,9.7142,67.085,14.74,16,300,0,1
2017-02-23 12:00,76.365,58.901,96.384,93.932,0,0,0,3.1366,21.696,35.165,15.94,52.807,10.342,67.305,14.496,15.929,300,0,1
2017-02-23 13:00,72.812,58.901,98.564,92.477,0,0,0,0,21.666,36.425,16.008,54.191,9.8525,76.97,14.566,16,300,0,1
2017-02-23 14:00,83.263,63.918,98.564,98.743,0,0,42.773,0,21.658,38.114,16.083,56.34,11.913,63.057,14.681,15.912,300,0,1
2017-02-23 15:00,95.465,63.918,98.564,100,0,0,100,0,21.654,38.975,16.517,55.077,11.787,62.349,14.993,15.901,300,0,1
2017-02-23 16:00,93.048,63.918,98.564,100,0,0,100,0,21.658,38.848,16.567,53.124,10.645,62.892,14.834,15.991,300,0,1
2017-02-23 17:00,73.367,58.911,93.547,97.02,0,0,44.086,0,21.565,35.889,15.787,47.862,8.5836,61.674,14.231,16,300,0,1
2017-02-23 18:00,69.749,58.911,88.542,85.493,0,0,0,0,21.522,34.42,16.005,45.563,6.8917,66.605,14.667,16,300,0,1
2017-02-23 19:00,67.118,58.911,83.506,79.938,0,0,0,0.00020774,21.518,33.039,16.051,43.08,5.6418,67.335,14.952,16,300,0,1
2017-02-23 20:00,65.765,58.911,83.506,74.021,0,0,0,0.000021537,21.503,31.957,15.991,41.582,3.9741,79.716,15.078,16,300,0,1
2017-02-23 21:00,64.807,58.911,78.499,71.089,0,0,0,0.00088797,21.477,31.239,16.034,40.601,3.5079,83.863,15.072,16,300,0,1
2017-02-23 22:00,-1.6301,0,0,0,0,0,0,0,19.879,36.139,15.329,43.935,2.8853,80.846,16.81,13.77,387.5,0,0
2017-02-23 23:00,-1.7808,0,0,0,0,0,0,0,18.286,39.847,15.38,44.969,2.2273,72.554,18.506,13,450,0,0
2017-02-24 0:00,-1.7442,0,0,0,0,0,0,0,17.818,41.06,15.754,43.597,1.3322,86.876,19.11,13,450,0,0
2017-02-24 1:00,-1.7134,0,0,0,0,0,0,0,17.713,41.367,16.004,42.445,0.94263,92.5,19.107,13,450,0,0
2017-02-24 2:00,-1.7013,0,0,0,0,0,0,0,17.66,41.504,16.101,41.811,0.74069,92.5,18.921,13,450,0,0
2017-02-24 3:00,-1.6927,0,0,0,0,0,0,0,17.63,41.041,16.106,41.214,0.52276,91.494,18.701,13.012,450,0,0
2017-02-24 4:00,-1.6786,0,0,0,0,0,0,0,17.666,40.494,16.043,40.659,0.18542,91.802,18.49,13,450,0,0
2017-02-24 5:00,-1.6445,0,0,0,0,0,0,0,17.626,40.201,15.884,40.52,-0.3185,90.876,18.278,13,450,0,0
2017-02-24 6:00,-1.6756,0,0,0,0,0,0,0,17.691,39.888,15.746,40.428,0.17352,75.09,18.07,13.091,450,0,0
2017-02-24 7:00,-1.6599,0,0,0,0,0,0,0,17.657,39.458,15.648,40.191,-0.26413,72.138,17.91,13,450,0,0
2017-02-24 8:00,80.95,67.81,84.092,57.712,0,0,16.667,11.438,21.674,27.418,16.935,33.862,0.62059,66.627,15.271,16,370,0,1
2017-02-24 9:00,65.891,58.517,73.442,62.537,0,0,0,28.256,21.628,26.492,16.005,32.685,1.2242,61.058,15.269,16,300,0,1
2017-02-24 10:00,64.848,58.517,78.481,65.624,0,0,0,47.859,21.641,25.855,16.027,31.775,1.899,57.065,15.346,16,300,0,1
2017-02-24 11:00,64.364,58.517,78.481,67.542,0,0,0,69.363,21.637,25.48,15.996,31.317,2.2069,55.529,15.293,16,300,0,1
2017-02-24 12:00,64.236,58.517,78.481,66.976,0,0,0,91.489,21.622,25.451,15.921,32.099,1.5798,80.176,15.263,15.995,300,0,1
2017-02-24 13:00,64.457,58.517,78.481,67.318,0,0,0,100,21.637,26.032,16.01,33.491,1.2025,92.5,15.207,15.957,300,0,1
2017-02-24 14:00,65.173,58.517,78.481,66.379,0,0,0,99.997,21.619,26.678,16.016,34.821,0.98883,92.5,15.337,16,300,0,1
2017-02-24 15:00,64.198,58.517,78.481,66.104,0,0,0,100,21.6,27.342,15.968,35.831,0.44872,92.5,15.354,16,300,0,1
2017-02-24 16:00,63.487,58.517,78.481,66.525,0,0,0,99.997,21.582,27.901,16.059,36.697,0.56377,92.5,15.398,15.988,300,0,1
2017-02-24 17:00,66.143,58.517,73.443,65.086,0,0,0,99.996,21.528,28.109,15.979,36.59,0.20901,92.5,15.131,16,300,0,1
2017-02-24 18:00,65.452,58.517,73.443,64.934,0,0,0,100,21.523,28.019,15.971,36.338,0.0093189,92.5,15.385,16,300,0,1
2017-02-24 19:00,64.415,58.517,73.443,63.275,0,0,0,100,21.497,27.857,16.028,36.021,0.4707,92.5,15.344,16,300,0,1
2017-02-24 20:00,66.123,58.517,73.443,64.168,0,0,0,100,21.482,27.54,16.034,35.264,-0.34227,92.5,15.288,16,300,0,1
2017-02-24 21:00,64.397,58.517,73.443,63.679,0,0,0,100,21.482,27.244,15.976,34.945,-0.30126,92.5,15.278,16,300,0,1
2017-02-24 22:00,-1.64,0,0,0,0,0,0,0,19.625,32.556,15.175,38.973,-0.44201,92.5,16.941,13.397,385,0,0
2017-02-24 23:00,-1.641,0,0,0,0,0,0,0,17.814,36.795,14.993,40.189,-0.69426,92.5,18.329,13,450,0,0
2017-02-25 0:00,-1.6249,0,0,0,0,0,0,0,17.32,37.976,15.241,39.07,-0.67976,92.5,18.726,13,450,0,0
2017-02-25 1:00,-1.6384,0,0,0,0,0,0,0,17.106,38.402,15.374,38.442,-0.75126,92.5,18.817,13,450,0,0
2017-02-25 2:00,-1.6511,0,0,0,0,0,0,0,16.927,38.697,15.435,38.071,-0.98737,92.5,18.698,13,450,0,0
2017-02-25 3:00,-1.6238,0,0,0,0,0,0,0,16.809,38.881,15.468,37.859,-1.2024,92.5,18.493,13,450,0,0
2017-02-25 4:00,-1.6073,0,0,0,0,0,0,0,16.758,39.102,15.426,37.938,-1.4126,92.5,18.257,13,450,0,0
2017-02-25 5:00,-1.601,0,0,0,0,0,0,0,16.783,39.265,15.338,38.119,-1.3847,92.5,18.036,13,450,0,0
2017-02-25 6:00,-1.6213,0,0,0,0,0,0,0,16.789,39.238,15.246,38.218,-0.88587,92.5,17.857,13,450,0,0
2017-02-25 7:00,-1.6241,0,0,0,0,0,0,0,16.823,39.1,15.189,38.201,-1.394,92.5,17.763,13,450,0,0
2017-02-25 8:00,-1.5902,0,0,0,0,0,0,0,16.854,39.119,15.064,38.454,-1.5564,92.5,17.71,13,450,0,0
2017-02-25 9:00,37.331,68.472,84.508,30.695,0,0,16.667,11.093,18.798,32.833,15.641,36.973,-0.67376,92.5,16.476,14.25,362.5,0,1
2017-02-25 10:00,67.03,60.373,74.186,61.545,0,0,0,37.195,21.486,26.807,16.007,34.968,0.15723,92.5,15.314,16,300,0,1
2017-02-25 11:00,64.12,60.373,74.186,65.088,0,0,0,51.72,21.566,26.995,16.044,35.395,0.28451,92.5,15.303,16,300,0,1
2017-02-25 12:00,64.21,60.373,74.186,64.073,0,0,0,65.369,21.563,27.205,16.016,35.835,0.26268,92.5,15.4,16,300,0,1
2017-02-25 13:00,64.535,60.373,74.186,62.894,0,0,0,77.336,21.528,27.571,15.986,36.402,0.20612,92.5,15.267,16,300,0,1
2017-02-25 14:00,65.71,60.373,74.186,64.801,0,0,0,87.026,21.527,28.054,16.016,37.349,1.0981,92.5,15.344,16,300,0,1
2017-02-25 15:00,66.477,60.373,74.186,66.795,0,0,0,93.84,21.532,28.675,16.007,38.48,1.6455,92.5,15.227,16,300,0,1
2017-02-25 16:00,66.209,60.373,74.186,66.089,0,0,0,97.84,21.502,29.209,16.051,39.17,1.3977,92.5,15.25,16,300,0,1
2017-02-25 17:00,32.301,0,0,34.005,0,0,0,49.967,21.033,31.134,15.758,40.293,1.726,92.5,15.696,14.723,387.5,0,0
2017-02-25 18:00,-1.8339,0,0,0,0,0,0,0,18.414,38.2,15.139,43.969,1.5912,92.5,17.818,13,450,0,0
2017-02-25 19:00,-1.7911,0,0,0,0,0,0,0,17.623,40.733,15.434,43.024,1.1972,92.5,18.739,13,450,0,0
2017-02-25 20:00,-1.7813,0,0,0,0,0,0,0,17.235,41.514,15.665,41.82,0.63521,92.5,19.02,13,450,0,0
2017-02-25 21:00,-1.7286,0,0,0,0,0,0,0,17.03,41.945,15.807,40.948,0.11921,92.5,18.965,13,450,0,0
2017-02-25 22:00,-1.6807,0,0,0,0,0,0,0,16.817,41.631,15.738,40.169,-0.71311,91.872,18.719,13,450,0,0
2017-02-25 23:00,-1.6154,0,0,0,0,0,0,0,16.564,41.176,15.521,39.56,-1.5377,78.116,18.263,13,450,0,0
2017-02-26 0:00,-1.5664,0,0,0,0,0,0,0,16.381,40.317,15.169,38.935,-2.2682,67.688,17.682,13,450,0,0
2017-02-26 1:00,-1.5233,0,0,0,0,0,0,0,16.129,39.56,14.718,38.409,-2.9149,55.304,17.02,13,450,0,0
2017-02-26 2:00,-1.499,0,0,0,0,0,0,0,15.986,38.741,14.199,38.303,-3.6853,57.285,16.415,13,450,0,0
2017-02-26 3:00,-1.4192,0,0,0,0,0,0,0,15.858,37.795,13.644,38.693,-4.8749,49.474,15.807,13.004,450,0,0
2017-02-26 4:00,-1.381,0,0,0,0,0,0,0,15.748,37.02,13.084,38.237,-5.7475,52.046,15.218,13,450,0,0
2017-02-26 5:00,-1.3273,0,0,0,0,0,0,0,15.688,36.659,12.529,38.373,-6.9766,50.587,14.649,13.012,450,0,0
2017-02-26 6:00,-1.2715,0,0,0,0,17.807,0,0,15.634,35.991,12.423,37.542,-8.0811,63.131,30.087,13,450,0,0
2017-02-26 7:00,-1.5535,0,0,0,0,0,0,0,14.952,36.045,17.741,25.908,-8.3411,57.219,33.405,13,450,0,0
2017-02-26 8:00,-1.4011,0,0,0,0,0,0,0,15.004,35.195,18.282,24.432,-8.2226,44.083,24.422,13,450,0,0
2017-02-26 9:00,-1.2979,0,0,0,0,0,0,0,15.231,33.724,17.078,25.831,-7.4915,41.026,19.083,13,450,0,0
2017-02-26 10:00,-1.2992,0,0,0,0,0,0,0,15.652,32.447,15.305,28.161,-6.5045,38.688,16.099,13,450,0,0
2017-02-26 11:00,-1.3331,0,0,0,0,0,0,0,16.223,31.609,13.716,30.776,-5.8714,35.818,14.773,13,450,0,0
2017-02-26 12:00,-1.3557,0,0,0,0,0,0,0,16.688,31.076,12.721,32.339,-4.3878,32.463,14.504,13,450,0,0
2017-02-26 13:00,-1.4085,0,0,0,0,0.068633,0,0,16.865,30.567,12.429,32.68,-3.1285,30.899,14.773,13,450,0,0
2017-02-26 14:00,17.283,59.213,74.864,14.224,15,14.06,0,5.7491,18.949,25.941,12.046,29.661,-0.877,26.256,19.029,13,365,0,0
2017-02-26 15:00,16.95,60.323,74.878,22.011,20,0,12.396,2,20.522,24.145,12.256,30.095,-0.46502,24.356,13.658,13,300,0,0
