index,AHU 1 Supply Air Pressure (Pa),AHU 1 fan VFD state [0 off 1 on],AHU 1 Outdoor Air Damper (%),AHU 1 Exhaust Air Damper (%),AHU 1 Heat Recovery Wheel (%),AHU 1 Heating Coil State (%),AHU 1 Cooling Coil State (%),AHU 1 Humidifier State (%),AHU 1 Return Air Temperature [degC],AHU 1 Return Air Humidity [%],AHU 1 Supply Air Temperature [degC],AHU 1 Supply Air Humidity [%],Outdoor temperature (degC),Outdoor humidity (degC),Mixed Air Temperature (degC),AHU 1 Supply Air Temperature Setpoint (degC),AHU 1 Supply Air Pressure Setpoint (Pa),Chilled water VFD pump state [0 off 1 on],Binary availability schedule of the AHU fans
2017-01-01 00:00:00,0.00019079,0.0,0.0,0.0,0.0,18.872,0.0,0.0,18.941,17.741,12.563,11.813,-8.8539,82.964,18.358,13.0,300.0,0.0,0.0
2017-01-01 01:00:00,0.0002252,0.0,0.0,0.0,0.0,18.818,0.0,0.0,18.924,17.844,12.635,11.814,-8.5917,86.097,18.358,13.0,300.0,0.0,0.0
2017-01-01 02:00:00,0.00026273,0.0,0.0,0.0,0.0,19.314,0.0,0.0,18.894,18.0,12.735,11.812,-7.9459,84.122,18.358,13.0,300.0,0.0,0.0
2017-01-01 03:00:00,0.0002616,0.0,0.0,0.0,0.0,18.554,0.0,0.0,18.9,18.007,12.871,11.803,-6.9948,84.165,18.358,13.0,300.0,0.0,0.0
2017-01-01 04:00:00,0.00037533,0.0,0.0,0.0,0.0,18.711,0.0,0.0,19.077,17.966,13.04,11.804,-6.4763,89.165,18.358,13.0,300.0,0.0,0.0
2017-01-01 05:00:00,0.00023167,0.0,0.0,0.0,0.0,19.105,0.0,0.0,18.647,18.321,13.101,11.808,-5.2987,92.5,18.358,13.0,300.0,0.0,0.0
2017-01-01 06:00:00,0.00030026,0.0,0.0,0.0,0.0,18.971,0.0,0.0,18.608,18.75,13.105,11.799,-5.9899,90.363,18.358,13.0,300.0,0.0,0.0
2017-01-01 07:00:00,0.00029913,0.0,0.0,0.0,0.0,18.733,0.0,0.0,18.779,18.878,13.067,11.807,-7.0303,82.058,18.358,13.0,300.0,0.0,0.0
2017-01-01 08:00:00,0.00044705,0.0,0.0,0.0,0.0,19.943,0.0,0.0,18.568,19.042,12.886,11.799,-8.0001,69.474,18.358,13.0,300.0,0.0,0.0
2017-01-01 09:00:00,0.00018766,0.0,0.0,0.0,0.0,19.096,0.0,0.0,18.623,18.793,12.736,11.814,-8.1035,62.928,18.358,13.0,300.0,0.0,0.0
2017-01-01 10:00:00,0.00033779,0.0,0.0,0.0,0.0,18.067,0.0,0.0,18.785,18.619,12.756,11.807,-7.4853,57.534,18.358,13.0,300.0,0.0,0.0
2017-01-01 11:00:00,0.00015013,0.0,0.0,0.0,0.0,19.503,0.0,0.0,18.781,18.633,12.839,11.812,-6.4157,52.847,18.358,13.0,300.0,0.0,0.0
2017-01-01 12:00:00,0.00022895,0.0,0.0,0.0,0.0,19.338,0.0,0.0,18.882,18.668,12.941,11.815,-5.5404,50.593,18.358,13.0,300.0,0.0,0.0
2017-01-01 13:00:00,0.00011147,0.0,0.0,0.0,0.0,17.871,0.0,0.0,18.909,18.635,13.141,11.804,-4.4428,49.179,18.358,13.0,300.0,0.0,0.0
2017-01-01 14:00:00,0.00026048,0.0,0.0,0.0,0.0,18.96,0.0,0.0,19.093,18.619,13.39,11.794,-3.5934,48.516,18.358,13.0,300.0,0.0,0.0
2017-01-01 15:00:00,3.7533e-05,0.0,0.0,0.0,0.0,19.014,0.0,0.0,19.231,18.588,13.582,11.798,-3.4939,50.132,18.358,13.0,300.0,0.0,0.0
2017-01-01 16:00:00,0.0002616,0.0,0.0,0.0,0.0,18.239,0.0,0.0,19.238,18.708,13.727,11.796,-3.4568,52.557,18.358,13.0,300.0,0.0,0.0
2017-01-01 17:00:00,0.00018654,0.0,0.0,0.0,0.0,18.069,0.0,0.0,19.23,18.849,13.784,11.795,-3.8635,56.334,18.358,13.0,300.0,0.0,0.0
2017-01-01 18:00:00,0.00011447,0.0,0.0,0.0,0.0,18.931,0.0,0.0,19.138,18.858,13.817,11.795,-4.0594,58.679,18.358,13.0,300.0,0.0,0.0
2017-01-01 19:00:00,0.00018766,0.0,0.0,0.0,0.0,19.257,0.0,0.0,19.081,19.009,13.821,11.792,-4.3676,61.166,18.358,13.0,300.0,0.0,0.0
2017-01-01 20:00:00,0.0002616,0.0,0.0,0.0,0.0,18.246,0.0,0.0,19.184,18.897,13.992,11.795,-5.2275,66.059,18.358,13.0,300.0,0.0,0.0
2017-01-01 21:00:00,0.00022294,0.0,0.0,0.0,0.0,17.775,0.0,0.0,19.337,18.982,14.124,11.793,-5.7216,68.98,18.358,13.0,300.0,0.0,0.0
2017-01-01 22:00:00,0.00033554,0.0,0.0,0.0,0.0,18.39,0.0,0.0,19.345,18.945,14.069,11.791,-6.3656,71.297,18.358,13.0,300.0,0.0,0.0
2017-01-01 23:00:00,0.00044927,0.0,0.0,0.0,0.0,18.981,0.0,0.0,19.35,18.831,14.026,11.799,-6.4616,74.084,18.358,13.0,300.0,0.0,0.0
2017-01-02 00:00:00,0.00030072,0.0,0.0,0.0,0.0,19.035,0.0,0.0,19.252,18.61,13.85,11.797,-5.8847,83.84,18.358,13.0,300.0,0.0,0.0
2017-01-02 01:00:00,0.00026273,0.0,0.0,0.0,0.0,19.062,0.0,0.0,19.312,18.76,13.887,11.798,-6.2316,92.497,18.358,13.0,300.0,0.0,0.0
2017-01-02 02:00:00,0.0002252,0.0,0.0,0.0,0.0,18.366,0.0,0.0,19.349,18.662,13.896,11.799,-8.1789,87.56,18.358,13.0,300.0,0.0,0.0
2017-01-02 03:00:00,0.00048455,0.0,0.0,0.0,0.0,18.358,0.0,0.0,19.369,18.549,13.771,11.807,-9.1271,83.918,18.358,13.0,300.0,0.0,0.0
2017-01-02 04:00:00,7.5065e-05,0.0,0.0,0.0,0.0,18.943,0.0,0.0,19.333,18.288,13.601,11.809,-9.0934,81.637,18.358,13.0,300.0,0.0,0.0
2017-01-02 05:00:00,0.000149,0.0,0.0,0.0,0.0,18.927,0.0,0.0,19.154,18.218,13.312,11.814,-8.8332,76.059,18.358,13.0,300.0,0.0,0.0
2017-01-02 06:00:00,0.00033445,0.0,0.0,0.0,0.0,18.552,0.0,0.0,19.095,18.179,13.271,11.813,-8.817,79.852,18.358,13.0,300.0,0.0,0.0
2017-01-02 07:00:00,0.00011447,0.0,0.0,0.0,0.0,18.194,0.0,0.0,19.01,18.51,13.167,11.808,-9.2748,82.795,18.358,13.0,300.0,0.0,0.0
2017-01-02 08:00:00,0.00029913,0.0,0.0,0.0,0.0,19.109,0.0,0.0,19.018,19.079,12.985,11.81,-9.1896,91.211,18.358,13.0,300.0,0.0,0.0
2017-01-02 09:00:00,0.00015013,0.0,0.0,0.0,0.0,19.477,0.0,0.0,19.015,19.094,12.981,11.808,-8.0828,85.266,18.358,13.0,300.0,0.0,0.0
2017-01-02 10:00:00,0.00041173,0.0,0.0,0.0,0.0,19.275,0.0,0.0,19.09,19.037,13.134,11.807,-6.5094,71.421,18.358,13.0,300.0,0.0,0.0
2017-01-02 11:00:00,0.00051873,0.0,0.0,0.0,0.0,19.156,0.0,0.0,19.102,19.273,13.217,11.808,-5.7377,69.0,18.358,13.0,300.0,0.0,0.0
2017-01-02 12:00:00,0.00018654,0.0,0.0,0.0,0.0,18.884,0.0,0.0,19.035,20.036,13.318,11.8,-3.6437,63.318,18.358,13.0,300.0,0.0,0.0
2017-01-02 13:00:00,0.00019402,0.0,0.0,0.0,0.0,18.859,0.0,0.0,18.961,20.089,13.482,11.796,-2.7442,63.233,18.358,13.0,300.0,0.0,0.0
2017-01-02 14:00:00,0.00040839,0.0,0.0,0.0,0.0,18.701,0.0,0.0,18.908,20.456,13.664,11.8,-2.0694,63.327,18.358,13.0,300.0,0.0,0.0
2017-01-02 15:00:00,0.0001126,0.0,0.0,0.0,0.0,19.463,0.0,0.0,18.661,20.668,13.772,11.795,-1.8863,66.386,18.358,13.0,300.0,0.0,0.0
2017-01-02 16:00:00,0.00018766,0.0,0.0,0.0,0.0,19.001,0.0,0.0,18.47,21.398,13.845,11.785,-2.4656,68.302,18.358,13.0,300.0,0.0,0.0
2017-01-02 17:00:00,0.00018654,0.0,0.0,0.0,0.0,16.834,0.0,0.0,18.264,22.412,13.811,11.789,-3.0979,72.316,18.358,13.0,300.0,0.0,0.0
2017-01-02 18:00:00,0.00018654,0.0,0.0,0.0,0.0,18.799,0.0,0.0,18.208,23.058,13.727,11.787,-3.602,76.513,18.358,13.0,300.0,0.0,0.0
2017-01-02 19:00:00,3.7533e-05,0.0,0.0,0.0,0.0,18.524,0.0,0.0,18.212,23.328,13.698,11.794,-4.2452,82.139,18.358,13.0,300.0,0.0,0.0
2017-01-02 20:00:00,0.00011447,0.0,0.0,0.0,0.0,19.344,0.0,0.0,18.326,23.234,13.624,11.798,-4.9974,83.995,18.358,13.0,300.0,0.0,0.0
2017-01-02 21:00:00,0.00015013,0.0,0.0,0.0,0.0,18.876,0.0,0.0,18.757,22.251,13.581,11.797,-5.3312,81.46,18.358,13.0,300.0,0.0,0.0
2017-01-02 22:00:00,0.00026273,0.0,0.0,0.0,0.0,18.781,0.0,0.0,18.828,21.766,13.499,11.796,-5.4922,77.143,18.358,13.0,300.0,0.0,0.0
2017-01-02 23:00:00,0.00026273,0.0,0.0,0.0,0.0,18.436,0.0,0.0,19.029,21.325,13.519,11.802,-4.9685,75.004,18.358,13.0,300.0,0.0,0.0
2017-01-03 00:00:00,0.00018766,0.0,0.0,0.0,0.0,18.67,0.0,0.0,19.115,21.175,13.611,11.793,-4.7383,74.201,18.358,13.0,300.0,0.0,0.0
2017-01-03 01:00:00,0.00033779,0.0,0.0,0.0,0.0,19.093,0.0,0.0,19.224,21.184,13.681,11.798,-4.4849,72.946,18.358,13.0,300.0,0.0,0.0
2017-01-03 02:00:00,0.00011447,0.0,0.0,0.0,0.0,18.474,0.0,0.0,19.291,21.023,13.676,11.787,-4.6271,74.312,18.358,13.0,300.0,0.0,0.0
2017-01-03 03:00:00,0.00026273,0.0,0.0,0.0,0.0,17.654,0.0,0.0,19.294,21.021,13.712,11.803,-4.6314,73.433,18.358,13.0,300.0,0.0,0.0
2017-01-03 04:00:00,0.00018766,0.0,0.0,0.0,0.0,18.1,0.0,0.0,19.27,21.117,13.706,11.793,-4.6382,73.333,18.358,13.0,300.0,0.0,0.0
2017-01-03 05:00:00,0.00015013,0.0,0.0,0.0,0.0,19.002,0.0,0.0,19.274,21.059,13.77,11.792,-4.8226,83.897,18.358,13.0,300.0,0.0,0.0
2017-01-03 06:00:00,0.00015013,0.0,0.0,0.0,0.0,18.794,0.0,0.0,19.222,21.175,13.677,11.799,-5.24,92.5,18.358,13.0,300.0,0.0,0.0
2017-01-03 07:00:00,0.00015013,0.0,0.0,0.0,0.0,17.84,0.0,0.0,19.173,21.484,13.655,11.8,-5.4635,92.5,18.358,13.0,300.0,0.0,0.0
2017-01-03 08:00:00,116.08,66.457,27.166,32.799,0.0,1.7046,0.0,18.667,21.332,18.013,16.5,11.757,-4.8642,92.5,15.838,16.0,347.5,0.0,1.0
2017-01-03 09:00:00,134.89,70.573,66.18,43.008,0.0,0.0,0.0,63.5,21.285,18.742,15.998,11.741,-3.9117,92.5,14.335,16.0,345.83,0.0,1.0
2017-01-03 10:00:00,128.1,69.078,66.18,44.184,0.0,0.0,0.0,97.833,21.291,19.362,16.019,11.744,-3.3594,92.5,14.335,16.0,300.0,0.0,1.0
2017-01-03 11:00:00,124.25,68.433,66.18,45.391,0.0,0.0,0.0,100.0,21.264,19.889,16.02,11.746,-3.2509,92.5,14.335,16.042,300.0,0.0,1.0
2017-01-03 12:00:00,122.71,68.126,66.18,45.786,0.0,0.0,0.0,100.0,21.244,20.389,16.023,11.74,-2.9921,92.5,14.335,16.038,300.0,0.0,1.0
2017-01-03 13:00:00,121.64,67.552,66.18,45.874,0.0,0.0,0.0,100.0,21.269,20.856,15.981,11.743,-2.6798,92.5,14.335,16.0,300.0,0.0,1.0
2017-01-03 14:00:00,122.38,67.781,66.18,47.493,0.0,0.0,0.0,100.0,21.278,21.379,16.012,11.757,-2.4504,92.5,14.335,16.0,300.0,0.0,1.0
2017-01-03 15:00:00,123.83,68.389,66.18,46.898,0.0,0.0,0.0,100.0,21.267,21.832,15.974,11.748,-2.2554,92.5,14.335,16.0,300.0,0.0,1.0
2017-01-03 16:00:00,121.45,67.952,66.18,47.553,0.0,0.0,0.0,100.0,21.223,22.202,16.011,11.744,-2.0069,92.5,14.335,16.0,300.0,0.0,1.0
2017-01-03 17:00:00,121.6,67.627,66.18,48.05,0.0,0.0,0.0,100.0,21.231,22.45,16.0,11.741,-2.1323,92.5,14.335,16.0,300.0,0.0,1.0
2017-01-03 18:00:00,122.08,67.961,66.18,47.801,0.0,0.0,0.0,100.0,21.225,22.629,16.028,11.741,-2.0448,92.5,14.335,16.0,300.0,0.0,1.0
2017-01-03 19:00:00,120.91,67.827,66.18,47.463,0.0,0.0,0.0,100.0,21.228,22.743,15.977,11.74,-1.8926,92.5,14.335,16.0,300.0,0.0,1.0
2017-01-03 20:00:00,118.02,67.425,66.18,48.23,0.0,0.0,0.0,100.0,21.217,22.838,16.063,11.746,-1.8734,92.5,14.335,16.0,300.0,0.0,1.0
2017-01-03 21:00:00,117.11,66.941,66.18,48.468,0.0,0.0,0.0,100.0,21.188,22.94,15.988,11.735,-1.9292,92.5,14.335,16.0,300.0,0.0,1.0
2017-01-03 22:00:00,4.2598,0.0,0.0,3.6912,0.0,7.2378,0.0,3.2258,19.38,26.138,16.334,11.752,-2.201,92.5,28.994,13.439,300.0,0.0,0.0
2017-01-03 23:00:00,7.5065e-05,0.0,0.0,0.0,0.0,0.00022125,0.0,0.0,17.622,29.865,17.307,11.768,-2.2849,92.5,26.862,13.0,300.0,0.0,0.0
2017-01-04 00:00:00,0.00011641,0.0,0.0,0.0,0.0,0.0062687,0.0,0.0,17.2,31.401,16.957,11.771,-2.3763,92.5,23.355,13.0,300.0,0.0,0.0
2017-01-04 01:00:00,3.7533e-05,0.0,0.0,0.0,0.0,0.011102,0.0,0.0,16.942,31.962,16.268,11.777,-2.0618,92.5,21.352,13.0,300.0,0.0,0.0
2017-01-04 02:00:00,3.7533e-05,0.0,0.0,0.0,0.0,0.0094289,0.0,0.0,17.076,32.019,15.716,11.773,-1.9877,92.5,19.85,13.0,300.0,0.0,0.0
2017-01-04 03:00:00,0.00015013,0.0,0.0,0.0,0.0,0.19242,0.0,0.0,17.213,31.679,15.242,11.773,-2.2496,92.5,18.849,13.0,300.0,0.0,0.0
2017-01-04 04:00:00,3.7533e-05,0.0,0.0,0.0,0.0,4.0231,0.0,0.0,17.343,32.21,14.734,11.782,-2.5393,92.5,17.845,13.0,300.0,0.0,0.0
2017-01-04 05:00:00,3.7533e-05,0.0,0.0,0.0,0.0,14.34,0.0,0.0,17.517,32.172,14.29,11.784,-2.7943,92.5,17.845,13.0,300.0,0.0,0.0
2017-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0,17.888,0.0,0.0,17.472,31.939,13.908,11.786,-3.1063,92.5,18.849,13.0,300.0,0.0,0.0
2017-01-04 07:00:00,0.26277,0.0,0.0,0.0,0.0,16.268,0.0,0.0,17.744,30.781,14.056,11.784,-3.0952,92.5,18.347,13.0,300.0,0.0,0.0
2017-01-04 08:00:00,118.24,68.681,31.16,36.684,0.0,1.0577,0.0,18.667,21.231,22.617,16.363,11.751,-2.8365,92.5,16.341,15.769,342.5,0.0,1.0
2017-01-04 09:00:00,122.92,68.982,65.801,46.87,0.0,0.0,0.0,63.5,21.26,22.499,15.97,11.729,-1.7115,92.5,14.835,16.0,325.0,0.0,1.0
2017-01-04 10:00:00,121.49,68.716,70.858,47.736,0.0,0.0,0.0,97.833,21.259,22.719,16.046,11.74,-1.0354,92.5,14.835,16.0,325.0,0.0,1.0
2017-01-04 11:00:00,126.37,69.407,70.858,51.639,0.0,0.0,0.0,100.0,21.254,23.372,15.977,11.74,1.0134,92.5,14.835,16.0,325.0,0.0,1.0
2017-01-04 12:00:00,133.7,71.449,70.858,53.846,0.0,0.0,0.0,100.0,21.271,23.765,15.99,11.741,1.2146,92.5,14.835,16.0,387.5,0.0,1.0
2017-01-04 13:00:00,154.59,77.922,70.858,56.214,0.0,0.0,0.0,100.0,21.205,23.812,16.011,11.743,1.307,92.5,14.835,16.0,412.5,0.0,1.0
2017-01-04 14:00:00,143.63,73.932,70.858,55.649,0.0,0.0,0.0,100.0,21.199,23.901,16.061,11.738,1.9737,83.676,14.835,16.0,367.5,0.0,1.0
2017-01-04 15:00:00,148.49,76.917,65.835,46.743,0.0,0.0,0.0,100.0,21.233,23.988,16.024,11.745,-1.8997,92.442,14.835,16.0,450.0,0.0,1.0
2017-01-04 16:00:00,133.22,72.057,65.835,43.166,0.0,0.0,0.0,100.0,21.283,23.77,16.016,11.747,-1.8908,92.5,14.835,16.0,362.5,0.0,1.0
2017-01-04 17:00:00,122.33,68.453,58.197,36.556,0.0,0.0,0.0,100.0,21.295,23.212,15.91,11.753,-3.0804,92.5,14.835,16.0,312.5,0.0,1.0
2017-01-04 18:00:00,122.18,68.576,55.629,31.284,0.0,0.0,0.0,100.0,21.297,21.855,15.984,11.747,-4.5374,92.5,14.835,16.0,325.0,0.0,1.0
2017-01-04 19:00:00,119.69,68.58,48.051,16.487,0.0,0.0,0.0,100.0,21.279,20.707,15.905,11.751,-5.1408,92.5,13.828,16.0,300.0,0.0,1.0
2017-01-04 20:00:00,121.83,70.592,35.375,0.58158,0.0,0.0,0.0,100.0,21.286,19.761,15.998,11.748,-5.6646,92.41,13.828,16.0,300.0,0.0,1.0
2017-01-04 21:00:00,119.76,70.212,35.375,0.0,0.0,0.0,0.0,100.0,21.266,18.791,15.994,11.748,-6.6055,89.233,13.828,16.0,300.0,0.0,1.0
2017-01-04 22:00:00,2.4404,0.0,0.0,0.0,0.0,0.0,0.0,3.2258,19.358,21.429,14.414,11.774,-7.2662,83.735,15.331,14.41,387.5,0.0,0.0
2017-01-04 23:00:00,3.7533e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.564,26.578,15.086,11.8,-7.7603,75.966,15.831,13.146,450.0,0.0,0.0
2017-01-05 00:00:00,0.12368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.435,30.403,18.569,11.788,-8.1642,70.489,15.831,13.161,450.0,0.0,0.0
2017-01-05 01:00:00,0.69268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.521,30.339,18.722,11.78,-8.5041,69.022,15.831,13.161,450.0,0.0,0.0
2017-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.389,32.912,20.708,11.776,-8.7146,67.828,16.831,14.305,450.0,0.0,0.0
2017-01-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.286,32.816,22.259,11.764,-8.7893,69.241,17.834,15.56,450.0,0.0,0.0
2017-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.576,32.356,22.701,11.758,-9.9674,91.213,18.841,16.0,450.0,0.0,0.0
2017-01-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.282,31.06,24.703,11.753,-11.331,82.798,19.846,15.792,450.0,0.0,0.0
2017-01-05 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.813,29.646,25.524,11.751,-12.199,68.259,20.848,15.7,450.0,0.0,0.0
2017-01-05 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.294,28.367,25.729,11.744,-12.798,66.418,21.853,15.746,450.0,0.0,0.0
2017-01-05 08:00:00,129.22,71.239,62.302,10.785,0.0,0.0,0.0,22.5,21.322,15.972,14.627,11.762,-12.815,65.915,12.584,16.0,362.5,0.0,1.0
2017-01-05 09:00:00,128.51,71.917,25.41,0.0,0.0,0.0,0.0,67.5,21.53,15.677,15.994,11.76,-12.099,62.18,14.328,16.0,325.0,0.0,1.0
2017-01-05 10:00:00,158.89,80.153,25.41,0.0,0.0,0.0,0.0,98.9,21.599,15.578,16.006,11.755,-10.681,59.22,14.328,16.0,387.5,0.0,1.0
2017-01-05 11:00:00,174.85,84.174,30.499,0.0,0.0,0.0,0.0,100.0,21.558,15.198,15.96,11.754,-8.9171,55.562,14.328,16.0,437.5,0.0,1.0
2017-01-05 12:00:00,165.02,81.984,30.499,0.0,0.0,0.0,0.0,100.0,21.507,15.289,16.003,11.746,-7.8591,52.914,14.328,16.0,437.5,0.0,1.0
2017-01-05 13:00:00,159.3,80.42,30.499,0.0,0.0,0.0,0.0,100.0,21.357,15.34,15.967,11.75,-7.3058,53.54,14.328,16.0,400.0,0.0,1.0
2017-01-05 14:00:00,144.04,76.416,35.514,0.0,0.0,0.0,0.0,100.0,21.392,15.315,15.981,11.75,-6.7976,55.342,14.328,16.0,407.5,0.0,1.0
2017-01-05 15:00:00,140.13,75.604,35.514,0.0,0.0,0.0,0.0,100.0,21.407,15.449,16.0,11.749,-6.4822,59.692,14.328,16.0,362.5,0.0,1.0
2017-01-05 16:00:00,127.96,71.061,35.514,0.0,0.0,0.0,0.0,100.0,21.447,15.54,15.983,11.752,-6.7651,61.403,14.328,16.0,300.0,0.0,1.0
2017-01-05 17:00:00,124.41,70.745,35.514,0.0,0.0,0.0,0.0,100.0,21.442,15.569,16.022,11.748,-6.8113,66.085,14.328,16.0,300.0,0.0,1.0
2017-01-05 18:00:00,117.36,68.581,40.532,0.0,0.0,0.0,0.0,100.0,21.49,15.798,15.988,11.753,-6.4912,61.167,14.328,16.0,300.0,0.0,1.0
2017-01-05 19:00:00,122.97,69.674,35.474,0.0,0.0,0.0,0.0,100.0,21.385,15.455,15.994,11.742,-6.5728,55.722,14.328,16.0,300.0,0.0,1.0
2017-01-05 20:00:00,113.79,67.567,35.474,0.0,0.0,0.0,0.0,100.0,21.333,15.02,15.993,11.756,-7.4473,56.14,14.328,16.0,300.0,0.0,1.0
2017-01-05 21:00:00,112.49,67.453,35.474,0.0,0.0,0.0,0.0,100.0,21.402,14.363,15.995,11.744,-8.3002,56.11,14.328,16.0,300.0,0.0,1.0
2017-01-05 22:00:00,2.0783,0.0,0.0,0.0,0.0,1.0822,0.0,3.2258,19.469,16.802,16.21,11.773,-9.4814,59.198,29.848,14.085,300.0,0.0,0.0
2017-01-05 23:00:00,0.00011641,0.0,0.0,0.0,0.0,0.22199,0.0,0.0,17.645,19.605,16.699,11.793,-9.9706,61.063,25.809,13.075,300.0,0.0,0.0
2017-01-06 00:00:00,0.0001126,0.0,0.0,0.0,0.0,0.046888,0.0,0.0,17.102,20.434,15.335,11.799,-10.674,62.388,21.298,13.0,300.0,0.0,0.0
2017-01-06 01:00:00,0.00018766,0.0,0.0,0.0,0.0,5.0957,0.0,0.0,17.438,20.205,14.186,11.803,-11.298,63.529,18.286,13.054,300.0,0.0,0.0
2017-01-06 02:00:00,0.00022407,0.0,0.0,0.0,0.0,19.209,0.0,0.0,17.828,19.13,12.978,11.806,-11.522,63.356,18.285,13.0,300.0,0.0,0.0
2017-01-06 03:00:00,0.00026273,0.0,0.0,0.0,0.0,18.771,0.0,0.0,17.905,18.635,12.423,11.812,-11.915,63.842,18.285,13.0,300.0,0.0,0.0
2017-01-06 04:00:00,0.00041173,0.0,0.0,0.0,0.0,18.695,0.0,0.0,17.806,17.772,12.31,11.823,-12.132,64.996,18.285,13.0,300.0,0.0,0.0
2017-01-06 05:00:00,0.00045039,0.0,0.0,0.0,0.0,20.174,0.0,0.0,17.784,17.574,12.215,11.82,-11.881,62.517,18.285,13.0,300.0,0.0,0.0
2017-01-06 06:00:00,0.00049377,0.0,0.0,0.0,0.0,18.941,0.0,0.0,17.764,17.748,12.103,11.816,-12.69,62.655,18.285,13.0,300.0,0.0,0.0
2017-01-06 07:00:00,0.0002252,0.0,0.0,0.0,0.0,19.332,0.0,0.0,18.181,18.103,12.011,11.826,-13.631,65.64,18.285,13.0,300.0,0.0,0.0
2017-01-06 08:00:00,106.82,65.643,14.075,0.0,40.0,0.0,0.0,19.419,21.242,13.71,16.396,11.78,-13.856,63.991,16.269,15.75,300.0,0.0,1.0
2017-01-06 09:00:00,139.17,75.229,25.348,0.0,0.0,0.0,0.0,64.258,21.518,13.248,15.977,11.75,-13.086,62.91,14.255,16.0,400.0,0.0,1.0
2017-01-06 10:00:00,154.88,79.494,28.755,0.0,0.0,0.0,0.0,97.5,21.564,13.432,15.989,11.747,-11.598,58.374,14.255,15.943,425.0,0.0,1.0
2017-01-06 11:00:00,170.13,82.203,27.034,0.0,0.0,0.0,0.0,100.0,21.466,13.492,15.833,11.74,-10.12,52.97,14.255,15.895,425.0,0.0,1.0
2017-01-06 12:00:00,173.32,83.451,25.203,0.0,0.0,0.0,0.0,100.0,21.388,13.603,16.012,11.749,-8.7717,50.314,14.255,16.0,450.0,0.0,1.0
2017-01-06 13:00:00,171.03,82.824,29.323,0.0,0.0,0.0,0.0,100.0,21.339,13.691,16.003,11.752,-8.1691,49.77,14.255,16.0,450.0,0.0,1.0
2017-01-06 14:00:00,163.65,81.193,31.843,0.0,0.0,0.0,0.0,100.0,21.328,13.749,15.95,11.752,-8.0956,48.528,14.255,16.0,437.5,0.0,1.0
2017-01-06 15:00:00,155.63,78.96,31.843,0.0,0.0,0.0,0.0,100.0,21.326,13.644,16.013,11.75,-7.5365,48.381,14.255,16.0,437.5,0.0,1.0
2017-01-06 16:00:00,143.98,77.078,36.85,0.0,0.0,0.0,0.0,100.0,21.316,13.444,16.001,11.747,-7.8157,50.648,14.255,16.0,425.0,0.0,1.0
2017-01-06 17:00:00,113.39,68.57,36.85,0.0,0.0,0.0,0.0,100.0,21.369,13.262,16.036,11.746,-8.4706,53.229,14.255,16.0,350.0,0.0,1.0
2017-01-06 18:00:00,103.97,65.032,39.344,0.41562,0.0,0.0,0.0,100.0,21.356,13.037,16.012,11.748,-9.0038,57.784,14.255,16.0,300.0,0.0,1.0
2017-01-06 19:00:00,103.98,64.756,31.732,0.0,0.0,0.0,0.0,100.0,21.303,12.923,15.965,11.752,-9.9825,61.922,14.255,16.0,300.0,0.0,1.0
2017-01-06 20:00:00,105.12,65.098,34.059,0.0,0.0,0.0,0.0,100.0,21.257,12.774,15.998,11.747,-10.291,65.054,14.255,16.0,300.0,0.0,1.0
2017-01-06 21:00:00,104.89,65.245,33.854,0.0,0.0,0.0,0.0,100.0,21.234,12.564,15.976,11.757,-10.721,64.238,14.255,16.0,300.0,0.0,1.0
2017-01-06 22:00:00,4.4121,16.197,0.0,0.0,0.0,0.0,0.0,3.2258,19.594,14.36,14.804,11.781,-11.839,68.553,15.258,14.578,387.5,0.0,0.0
2017-01-06 23:00:00,0.0001126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.985,19.109,19.005,11.787,-12.512,69.368,16.26,13.811,450.0,0.0,0.0
2017-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.484,21.449,24.074,11.762,-13.147,67.471,18.265,15.215,450.0,0.0,0.0
2017-01-07 01:00:00,0.1672,22.952,0.0,0.0,0.0,0.0,0.0,0.0,12.554,21.328,24.904,11.747,-13.955,69.262,19.939,15.964,450.0,0.0,0.0
2017-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.801,20.983,25.078,11.749,-14.63,77.636,21.275,16.0,450.0,0.0,0.0
2017-01-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.157,20.475,25.243,11.745,-14.994,75.231,21.275,16.0,450.0,0.0,0.0
